lncRNA,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128
MYCNOS,0.05092225,0.19008514,-0.049492206,0.09283339,-0.028202325,0.039700214,-0.12769666,-0.052122466,-0.114824206,0.1710339,-0.161967,-0.053772252,-0.11548206,-0.02850895,0.0019073365,-0.07837379,0.10132017,0.15011375,0.07633179,0.20782997,0.117440894,0.2159878,0.074005425,0.106603704,-0.06316232,0.06766914,0.05998414,0.20328496,0.1225317,-0.040151983,-0.023734005,-0.07049937,-0.13600287,-0.03140152,0.06126082,0.09402904,-0.021898877,0.057985526,0.10961677,-0.14762191,0.046272513,0.07493593,-0.07804639,0.11118032,-0.010715514,-0.33235088,0.07275223,0.03570627,-0.021106742,-0.001998951,0.11891614,0.008778255,-0.016499339,0.17454097,0.076531805,-0.07721335,0.124100864,0.04588162,-0.012029527,-0.0022438094,0.14189671,-0.10288771,-0.11752626,0.003667972,-0.027599318,0.022751542,0.06754162,0.053114,-0.14470804,0.108271055,-0.1004751,-0.08058624,-0.030524535,-0.14915225,0.0020200373,0.15869814,0.19171605,-0.14587389,0.12756395,0.061452843,0.1438784,-0.062554106,-0.06716328,-0.022902835,0.034268584,-0.0040521524,0.061073698,-0.1072679,0.101302765,-0.126701,-0.012384978,-0.15339065,0.02954722,0.07348343,-0.06959227,-0.089385115,0.0209203,-0.10832112,-0.09200175,-0.0049648937,-0.12885259,-0.08388145,0.1292659,-0.09394748,0.022059271,0.1150053,-0.03323225,0.078319415,-0.07418201,-0.0134272175,0.042390175,0.11674199,-0.16840096,0.19077866,0.04283627,0.09367905,-0.101716384,-0.053867288,0.015075192,0.021053143,0.01662804,-0.2991663,-0.011549103,0.106204,0.12998876,-0.10803493,0.08050094,-0.03489813
WEE2-AS1,0.017305426,0.15631053,-0.014360215,-0.009800751,-0.035800245,0.157501,0.11316023,-0.1451682,0.08981726,-0.21276732,0.081085384,-0.10788482,-0.13827872,-0.02733568,0.06994817,-0.13708024,0.11206945,0.00083755143,-0.14924242,-0.0062766457,-0.1275995,0.121061794,-0.08670325,-0.10761445,0.13679579,-0.046227947,-0.033476707,-0.07889377,-0.04758827,0.054617252,-0.077002846,0.12708978,0.004191677,-0.11809554,0.028074654,0.101768486,-0.07923933,-0.08116988,0.0012975394,0.10006554,-0.041604377,-0.037997272,0.03162656,0.015976796,-0.06142685,-0.014291906,0.11733635,-0.1616528,0.07362882,0.062282678,0.18672778,-0.08439462,0.12201489,0.06665916,-0.07497568,0.04000959,0.037616882,-0.070959456,-0.101955324,-0.062488478,0.08070085,0.035213124,0.21160923,0.05600727,-0.13410838,0.23432669,-0.08686969,-0.13477498,-0.14748143,0.013126077,0.11669222,-0.05863167,0.16320117,-0.19580789,0.04700137,-0.06712782,-0.086948186,0.11834138,0.15348947,-0.1736036,-0.026865909,-0.18965684,-0.09473461,-0.04837324,-0.044804804,-0.095393285,0.12613824,-0.054897107,-0.12111483,0.08124507,0.15192528,0.078882635,-0.144137,0.035008185,0.009336681,-0.14823943,0.073837064,0.015768621,0.10509073,-0.07113873,0.083904,-0.006423512,-0.0069964277,-0.020305302,-0.024785852,0.09883708,-0.06228482,0.14461243,-0.100750014,0.017806353,0.046607155,-0.11248372,-0.30529132,-0.027816638,-0.034722414,-0.2032773,0.07151658,-0.14861967,0.023427788,0.25821787,0.07172369,0.016183686,-0.023278272,-0.026341615,-0.17553104,-0.09513392,0.049482074,0.0248747
PSMA3-AS1,-0.09710734,-0.208826,0.08642546,0.030237619,-0.09690524,0.12561476,0.11833047,0.1682721,-0.21047725,0.05389316,-0.17627665,-0.112610154,-0.053697076,-0.084865205,0.10794476,0.03159007,0.010499274,0.07590467,-0.09599527,0.05078741,0.000763988,-0.13251355,0.023392212,0.13797906,-0.00930319,0.0022351753,-0.06926383,0.09498396,0.038975675,-0.018261947,0.009173246,0.033833437,0.10265515,0.045881696,0.24071793,-0.11738242,-0.3574302,0.0867057,-0.07406034,0.1256512,0.03644806,-0.007736207,-0.06983712,-0.10670824,-0.0052190768,0.21220556,-0.05785155,-0.058185365,-0.09777332,0.008414051,-0.10968848,-0.16393428,0.17158492,-0.18603848,0.028752275,0.24813807,0.03253363,-0.15042254,0.07473005,0.030820396,0.1186208,0.19503249,-0.11979938,0.018199071,0.14946882,-0.115886614,0.05298218,0.017302208,-0.175899,0.14969562,-0.09309767,-0.09844745,0.09275033,0.0011421985,-0.1328953,-0.009646816,-0.0021886595,0.011330184,-0.12457096,-0.11268248,0.006200414,-0.1375639,0.1939958,-0.20437278,0.20708536,0.03667528,-0.1700459,-0.023347968,0.09052531,0.056321193,0.113879144,-0.015298676,0.09649837,-0.017091114,-0.030853458,0.058746926,-0.15931892,-0.056099273,0.10827164,-0.05735756,0.22122782,-0.10465648,-0.055212017,-0.023989525,-0.01335468,0.023841837,-0.12565787,-0.20600753,0.029468758,-0.16636166,0.046386015,-0.19060707,-0.17116763,0.08291851,0.048392847,0.015730819,-0.08215005,0.22025943,0.23706008,0.08698043,-0.15605322,-0.05002783,0.3375499,0.013443903,0.20174792,-0.0036408668,-0.08489096,-0.1035748
TRERNA1,-0.19544525,0.020580472,0.016196065,-0.025463434,-0.030952772,0.07278098,0.03305315,0.097457394,-0.07441545,-0.11382971,-0.09527767,-0.03125815,-0.010673805,0.0026723268,-0.033425182,0.07574307,-0.121128224,-0.04589652,0.20220008,-0.048934903,-0.044296693,0.1837133,0.020514801,0.047484715,-0.03479098,0.020594928,0.123157546,0.0039772717,0.022929182,0.06031658,-0.13941438,0.15528934,0.008953627,-0.031727724,0.029742837,0.009586243,-0.118435286,-0.17707582,-0.076771565,-0.095803194,0.0123375775,0.057014853,-0.008020777,-0.05693048,-0.12783018,0.11516187,0.0055845454,-0.11496184,-0.09117696,0.03879142,-0.007903701,0.053929582,-0.0071234005,-0.06842186,0.019898133,0.010808281,0.08176635,0.06386613,-0.0054574683,0.11720381,0.09203642,-0.009422237,0.17765844,0.15478802,-0.09950244,-0.105300084,-0.042870015,0.05207893,0.037684727,0.09536425,-0.060846604,0.033759255,-0.030843962,-0.0513237,0.12382343,-0.05138513,-0.04801198,-0.08155127,0.07169229,-0.16898681,0.058180157,0.005080237,0.068357125,0.023637822,0.09927898,0.12478826,-0.13795605,-0.02998581,0.015329819,0.035053976,0.025506021,-5.823921e-05,0.016125336,-0.064686336,-0.027468054,-0.06766823,0.03370182,0.034087654,-0.08845084,-0.090015516,0.016055811,-0.25101793,0.0398996,0.029026272,-0.03220261,0.056943037,-0.079722025,-0.035240103,-0.018013816,-0.018058551,0.04064431,-0.41089603,-0.06829397,0.042135496,-0.009155216,-0.03839213,-0.00031879087,-0.10736779,-0.053562265,0.028165098,-0.15894444,0.07168546,0.11131791,0.02195612,0.09730203,0.16649601,-0.11620127,-0.057092126
FAM66C,0.039110694,-0.067927465,0.14137977,0.03889033,0.092499495,-0.014171837,-0.037678733,0.0021906612,-0.0324198,-0.068425976,0.09484085,0.020699883,0.0931431,0.094030075,0.05550481,0.09404679,0.031744428,0.013492371,-0.027503494,-0.064467795,-0.090647236,-0.03742343,0.045665517,0.12915215,-0.10835605,0.042437494,-0.08429842,-0.1337468,0.03264485,0.09747073,0.032446865,-0.09320558,0.095352404,-0.07657487,-0.16425906,0.15745156,-0.1122834,-0.09260622,-0.040541496,-0.06856255,-0.025945041,0.11189419,0.009626941,0.047263682,0.109460525,0.10171776,-0.007500809,0.026320564,-0.058920622,-0.03541307,-0.021647327,-0.10540939,0.24507171,-0.04902131,0.07883676,-0.48451418,-0.06459359,0.04343963,0.060335647,-0.07427561,-0.08961298,-0.20008007,0.25746143,0.15658557,0.27245155,0.021412356,-0.025658533,-0.06988165,-0.09419444,0.25530428,-0.008397486,0.09446615,-0.19372243,-0.030441625,-0.018553775,-0.0384342,-0.0379424,0.035154335,-0.10979097,-0.08243478,0.2848587,0.056325354,0.12044813,0.05163769,-0.09872499,0.114374235,-0.046005856,0.039436717,-0.18751156,-0.018643336,0.015767215,-0.11276247,0.044007342,0.025162952,-0.017241348,0.10702297,-0.11433471,0.21122698,0.0023816847,-0.05922269,-0.1983398,0.06998223,0.031204138,0.0057473714,0.1722532,0.13788489,0.09825208,-0.11765932,-0.01482159,-0.014787182,-0.013953423,0.06538752,0.18167849,-0.0005046444,-0.12906456,-0.015248118,-0.027365401,0.08197993,0.1028468,0.02618465,0.046166565,-0.079104505,0.16960686,0.25835615,-0.011844354,-0.022873737,0.05779231,0.08058866
LINC00174,0.06333299,-0.18869196,-0.068664916,-0.08297953,0.20098501,0.15360357,0.015489353,0.19833733,-0.14649555,-0.029772863,-0.05378092,-0.026939897,0.14807305,0.0691852,-0.0061456524,0.010517055,-0.15720566,-0.10946128,0.15663792,0.050475053,-0.036310054,0.11724442,0.017492574,-0.03050793,0.11256031,0.03147857,-0.16226995,-0.21292494,0.12186342,-0.07245585,-0.12541947,0.0028929084,0.23486057,0.07044589,0.088908374,-0.02423987,0.010037559,-0.10105255,-0.09226286,-0.1433633,0.04817177,0.03612023,-0.027983833,0.42407933,0.31177318,-0.0688005,-0.021984939,-0.011026187,0.045719896,0.0015269637,0.09140431,-0.13620116,0.09751979,-0.02582917,0.0058157435,-0.07431823,-0.12702602,-0.058249466,0.081588976,0.05915422,0.026856257,0.10478258,0.015823036,-0.07998888,0.049309548,0.035294157,-0.088264436,-0.045492187,-0.18116297,0.063405685,0.040025458,0.15032156,0.043993425,-0.0355432,0.06849464,-0.29126826,0.073078275,0.04551575,-0.19786848,0.03617163,-0.07102942,-0.10407801,-0.11793713,0.010376774,-0.15706696,0.07014301,-0.013377393,-0.11648772,0.07672326,0.05457727,-0.034030285,0.0883439,0.016848758,0.34402952,0.11355019,0.23755413,0.23450847,-0.059690267,0.12469212,0.10582523,-0.1746314,-0.008781215,0.07480912,0.030548826,0.16762906,-0.109329455,-0.027735045,0.08585567,-0.18602496,-0.058373984,-0.12080038,0.03613924,-0.122082405,0.051261164,-0.050393667,-0.044410616,-0.1412403,-0.11817632,0.04959154,-0.05161222,-0.15415534,-0.0342711,0.14383374,-0.1929347,0.004632872,-0.022958541,-0.20231308,0.0013438248
LINC00641,0.11141398,-0.013085531,-0.049571037,-0.069100216,0.03835302,-0.10599558,-0.122776836,0.13832548,0.273999,-0.06696272,-0.24729057,0.09373427,0.06489463,-0.18838242,0.06251205,-0.026471963,0.039261084,-0.10440649,0.19675852,0.04003555,-0.08675472,0.06332224,-0.0881518,-0.026965873,0.08331894,-0.072579056,-0.22747326,0.055282183,-0.0076570013,0.11671562,0.08771395,0.029161643,-0.03017855,0.113803074,-0.1438738,0.03797168,0.1582986,0.111262865,-0.018165343,-0.011091307,0.071574226,-0.020115837,0.038831353,-0.07310055,0.0015910055,-0.13750798,-0.18599162,0.12202376,-0.034369778,-0.056608804,-0.017669154,-0.100757964,-0.011688378,-0.29390517,-0.02245148,0.09160037,-0.28981608,0.064551026,0.031990398,-0.121845886,0.011330648,0.06783138,-0.019265879,0.010933055,-0.023422929,-0.17703488,0.0055034077,0.053028643,0.24214794,-0.110079095,-0.03483893,0.05032804,-0.022783507,0.05328446,-0.07384918,-0.19778638,-0.08890756,0.08051048,0.057913277,-0.012706073,0.22762668,0.043623958,-0.10809923,0.058347885,-0.05195167,-0.066413954,0.11754039,-0.12095382,0.08008501,-0.04222543,0.043240804,-0.03137014,-0.05186995,-0.06841117,-0.09167373,0.099270344,-0.043604586,-0.06686519,0.18110678,0.08215343,-0.16162948,-0.109039746,-0.12878117,-0.09497331,0.007334716,0.08259059,0.01830067,0.013025153,0.14509957,0.17104912,0.09363186,0.033826917,0.012013626,0.09879167,-0.090975024,-0.14332117,0.012605865,-0.030930443,0.06335884,-0.1576876,0.09737149,-0.01870794,0.12771086,0.011177806,0.14639533,0.105384976,0.14698528,-0.12649037
LINC00160,0.061819308,0.40927196,0.12997603,0.07277523,0.008572373,0.04209132,-0.013485185,0.009100375,0.02286798,-0.065111235,-0.14926529,-0.08268391,0.11987525,-0.14192414,0.15319787,-0.1627351,0.021902172,-0.03921543,0.007665279,0.07060902,0.05218175,-0.024687689,0.072202,0.09832735,-0.052959036,0.061261594,-0.014346844,-0.09191111,0.008578292,0.052524023,0.11217263,-0.061754018,0.078016475,-0.22954755,0.18225004,0.062513575,-0.11300766,-0.19182456,0.005481932,-0.0042314753,0.0058585475,0.062761925,-0.04847599,0.11113634,-0.12463461,0.005016833,0.03702677,-0.09559587,0.20043813,0.029165825,0.05620221,0.014321072,0.041722544,0.0224745,-0.08071078,-0.13663863,0.0967928,0.06516147,0.064215295,0.006566184,0.04639189,0.09020805,0.11186498,0.04927805,0.036956437,0.0044057593,-0.100248456,-0.27694315,0.03130034,0.06403748,-0.17482415,-0.089247055,0.038066838,-0.12070524,-0.0776539,0.0069329357,-0.14283882,-0.011758926,0.067939736,0.09513711,-0.07239443,-0.11532257,-0.1424217,0.057039075,-0.13647707,-0.0028806156,-0.080233365,-0.1221634,0.1152537,0.069826365,0.041111115,0.15505609,0.14733715,-0.012106894,-0.06310287,-0.19692548,-0.19868767,0.031058256,-0.070887834,-0.004012178,0.0007207758,-0.08024832,-0.041110683,-0.03240818,0.12939818,0.06520404,-0.12808757,-0.016407527,0.024112778,-0.22132209,0.104215786,-0.0004900638,0.020263024,0.102674775,-0.18676084,-0.08508553,0.15752879,-0.007858352,-0.15664075,0.23820445,-0.14260714,-0.013341555,-0.019427689,0.05022016,0.020874698,-0.050155003,-0.16373022,0.09832935
HCG18,0.053342294,0.08456799,-0.110975765,-0.010452823,0.004299719,-0.1904561,-0.03200726,0.015887529,0.019059008,-0.06228285,-0.112053685,0.1597352,0.015850043,-0.1583669,-0.079235,0.02329138,0.0332031,0.19473913,-0.023811394,0.11583703,-0.14305657,-0.025939373,0.01589313,0.27064395,0.16037332,0.3203255,-0.107845075,-0.008671825,-0.15590093,0.2736599,-0.41673216,-0.24371752,-0.32598907,-0.0035267589,0.38819802,0.15506561,-0.07624227,-0.029001476,0.017148519,-0.09897749,0.003992954,0.043378387,-0.02073418,-0.08989631,-0.2247286,0.18044098,-0.10533265,0.011693386,-0.05941163,-0.19085246,0.014822393,0.07352642,-0.2273207,0.009869756,-0.2497003,0.077962324,-0.042965103,-0.3586661,-0.15824462,0.23522651,-0.38759592,-0.30748284,0.2698219,-0.41116464,-0.11079985,0.14925793,-0.007893097,0.07113836,-0.0122054955,0.036588877,0.13442338,-0.09077864,0.021831704,-0.21733424,0.05295558,-0.17420502,-0.113461345,0.19566415,-0.062130492,0.022795018,0.0031560485,-0.14037749,0.014818347,0.045228817,-0.057461727,0.2920096,-0.08425151,-0.16451493,0.035684884,0.14865226,0.0078020534,-0.07388321,-0.25400278,-0.41057357,-0.015780244,0.0071281656,0.15640844,-0.23814814,-0.24804136,0.07023259,0.18559496,0.11459325,0.07321709,-0.027548878,0.07644276,0.06167427,-0.12909292,-0.06966531,0.035573423,0.1852488,-0.083657876,-0.09889807,0.10019098,0.06450978,-0.17654373,0.058391184,0.006091049,0.027683897,-0.06677525,-0.18036406,-0.012302375,0.15713842,0.019952757,-0.06013106,-0.12680075,0.03951881,0.0015597688,0.028158413
IGF2-AS,-0.09398847,-0.21684295,0.019619063,-0.052638225,0.13326883,0.06131263,-0.17051943,0.031200485,0.05860983,0.13468836,0.2744623,0.030678276,-0.04038827,-0.115927346,-0.081641324,-0.0655847,-0.14212732,-0.0011763715,0.064459704,-0.11897183,0.032697454,-0.09166086,0.1675334,0.21307865,-0.1868098,0.35546696,0.3951717,0.0010333905,0.03267591,-0.033916425,-0.079472385,-0.03899415,0.21178208,-0.21470669,0.028921464,0.13501525,0.014684571,0.08563296,-0.039984513,-0.13128075,0.0149507625,0.09584884,0.0068176403,0.05748582,-0.035293564,-0.06624559,0.0870293,0.14567845,-0.031715043,-0.27963933,-0.07660709,0.08481555,0.05250712,-0.013774759,0.050285574,-0.061069764,-0.013220485,-0.043861285,0.09941582,-0.23109229,-0.00921591,0.21867526,0.09636578,-0.07148595,-0.114376605,0.15216362,0.08063989,0.046841398,-0.17012206,-0.10364603,0.21962476,-0.009271992,-0.1551284,0.058681853,-0.24351372,-0.024182642,0.27723303,-0.08807299,0.02024927,0.07558677,-0.04467274,-0.0778491,-0.07739249,-0.06737433,-0.045282163,0.043999538,0.19651185,-0.12860122,0.34376475,0.13631167,-0.19267982,-0.0038512282,0.014450195,0.01670812,-0.04045138,-0.00976004,0.09077905,0.028162837,0.13596788,0.04962918,0.11173638,-0.027295884,-0.30828586,0.12698752,0.0023922483,-0.07283392,0.12858748,0.10857235,0.057987384,-0.114978895,-0.04132445,0.08004318,0.007349278,0.003541091,-0.21070217,-0.20260133,0.09700368,0.07112656,-0.0638061,0.15288112,-0.24240433,-0.085257284,-0.0043296674,-0.050783373,0.040688314,0.12834112,-0.14848235,-0.053041525
LINC02349,0.09744247,-0.24255714,-0.0067792954,0.062859714,-0.05514809,0.10250963,0.20792939,-0.15738446,0.1847198,0.9805232,-0.10316655,0.12854841,0.2874887,-0.06451924,0.07192751,0.1597512,0.10038935,0.018585252,0.002446203,-0.03427709,0.057351016,-0.046848554,0.05283293,-0.1252206,0.015112688,-0.022406125,-0.09453731,-0.033138756,0.14688294,0.24105982,-0.20645688,-0.073660605,-0.21023688,0.07501724,0.035185937,0.017242242,-0.061800044,0.07035089,0.07471727,0.11235277,-0.04413381,0.09889753,0.11160375,0.12244944,-0.054728363,1.0115149,0.03178754,0.105014555,0.49607053,0.008785546,-0.106986895,-0.28873944,0.07392877,0.28167328,-0.01845591,-0.020237833,0.4332312,-0.020902922,-0.030495595,0.12617336,-0.26024923,0.015304406,-0.10154203,-0.14574488,-0.1361341,-0.025354695,-0.031763487,0.07256029,-0.3656018,0.8409245,-0.035508584,-0.09947296,-0.2591375,-0.027678277,-0.11704105,-0.0967459,0.14996892,-0.05031636,0.07569612,-0.69591534,-0.024771698,-0.14505191,-0.031348024,-0.091928884,0.004614289,-0.18070051,0.26826233,-0.612117,-0.51566535,-0.09994906,-0.19695057,0.15333916,-0.19594619,0.27969033,-0.11593047,0.06725836,-0.116741575,0.12262677,-0.07217836,0.22816189,-0.02066379,-0.023921775,0.04467791,-0.15358207,0.016896816,-0.038225733,0.11546151,-0.19490765,-0.16296536,-0.011476798,-0.15717652,-0.08340282,0.18861838,0.013577964,-0.14751154,0.121076375,-0.04398794,0.11463752,-0.0011500259,-0.024380675,0.16966015,-0.15205017,-0.25767457,-0.069507726,0.0611751,0.17986542,-0.01831489,0.058298305
SLC25A5-AS1,0.010723572,0.12973446,0.23680848,-0.06728938,-0.019352248,0.0082144365,-0.051799074,0.05345958,-0.0666926,0.05177935,-0.115944564,-0.086209774,-0.19592795,-0.50040174,-0.025502129,0.0006501868,0.06572473,0.09723666,0.13607666,-0.055589832,0.08587858,0.0777943,0.12671058,0.04720774,0.05572958,0.102249004,0.091436125,-0.01527952,0.019578597,-0.18608971,0.09709479,0.036892217,-0.074837506,-0.0990548,0.037351277,0.10210972,-0.02012418,-0.09442815,0.030412136,-0.16204053,0.39420447,-0.0039898977,-0.034215927,0.05279617,0.028435597,-0.25997397,-0.010838261,0.11006674,0.008382443,0.14454861,0.08112849,-0.0040219515,-0.061528448,-0.082053766,0.102846906,0.009717032,0.23170882,-0.023120362,0.2625015,0.16343462,0.28181306,-0.07106642,-0.08345011,0.09918636,0.12300975,0.13793887,0.01518313,-0.13321857,-0.011141798,0.055197302,-0.10767763,0.0023169632,-0.029159812,-0.0026881262,-0.149843,0.10143978,0.25285614,-0.065565355,0.082895406,0.0763714,0.12035191,0.15120435,-0.032305922,0.023536513,-0.024787849,0.03848686,0.06911652,0.015646245,0.061337918,-0.019913787,-0.0944717,0.022508644,-0.0065280497,0.11314511,0.17994346,-0.059893873,0.033729736,0.0071191024,-0.08530291,-0.11581643,-0.19614115,0.02602381,-0.027695287,-0.23691113,0.054263495,-0.08464667,-0.032440823,0.1018791,-0.07617489,-0.024254212,0.121433936,0.13833392,0.12176001,0.14148138,0.15956268,0.113640025,0.11920802,0.009207826,0.078743465,0.087804586,-0.07842246,-0.062153358,0.04707971,0.064160705,0.27863938,-0.091050394,0.12300079,0.004262152
LINC00974,0.030636746,0.0048509426,-0.04311805,0.017362539,-0.2311172,0.029286481,-0.07634236,0.119994506,0.002470904,0.08142057,-0.088504665,-0.01615852,0.032102473,0.011193134,-0.06919492,-0.07294865,-0.13459285,-0.04925827,-0.1093443,0.19272567,-0.05032833,0.10626828,-0.07840752,-0.070555255,0.04517635,-0.093348615,0.05816947,-0.2524294,0.0034075477,0.0053241285,0.12921786,-0.1931069,-0.14298719,0.0010851974,0.11525899,-0.05669023,-0.14593783,0.0061736465,0.053937677,0.09200083,-0.08552681,0.14409533,0.05731851,-0.049893808,0.20121093,0.1790482,0.02349123,0.093090184,-0.11568273,-0.08974157,-0.03255003,0.049576864,-0.09005572,0.20449136,-0.029571299,0.13581508,0.085295685,0.35452157,0.090696126,-0.0020965673,-0.03473011,-0.11570937,0.25448406,-0.119315565,0.30258667,0.13785928,0.12949291,-0.12575288,-0.18927312,-0.13068238,0.07503651,-0.040871415,-0.0017455352,0.14464726,0.21492228,-0.1319069,0.145553,-0.08615995,-0.10011846,-0.008701061,-0.025498603,-0.18126021,0.10793046,0.066112526,-0.0921984,0.14591154,0.1302554,-0.29944432,0.15008599,0.072957985,0.032778528,0.050577927,-0.030992115,-0.0494516,-0.048834555,-0.014141872,-0.09948963,0.11711117,0.03648278,0.06845406,0.08520661,-0.08569621,0.034266926,0.12851097,-0.008335773,0.033532944,0.15921755,0.1844299,0.08251887,0.008492771,-0.08676071,0.14192653,-0.10555615,-0.07183433,-0.18170355,-0.051419202,-0.1261717,-0.1744943,0.11611993,-0.1809008,0.1857147,-0.054822788,0.037140943,0.14278205,-0.23811767,-0.048984174,-0.09319722,0.13003184
TUSC8,0.15374042,0.12660947,0.15355538,0.27207795,-0.0979616,0.03265642,-0.021427684,0.067036256,-0.08679442,0.11518471,-0.17239523,-0.06743466,-0.09884989,-0.038718402,0.14031117,-0.14629553,0.036961805,-0.16136977,-0.062258136,-0.055289935,-0.27263498,0.2240128,-0.26041192,0.13272779,0.13535948,0.08340983,0.18403699,0.039195817,0.082704835,-0.0272135,-0.04338274,0.06497796,-0.0036783828,0.016328678,0.08714674,-0.010132637,0.04248268,0.04229714,0.11036816,-0.12707788,0.14090107,0.026703473,-0.106543094,0.1418654,-0.03535356,-0.23995928,-0.01577452,-0.011033537,0.016173985,0.12597391,0.028730897,0.06400069,-0.12102641,0.09224226,0.4238394,0.10434841,0.023781452,0.22910503,0.11095443,0.096679755,0.20686506,0.07069605,0.005434282,0.18207051,-0.109394155,0.06526101,-0.017185446,-0.044326164,-0.17121352,0.003891215,-0.10784123,-0.0066140145,-0.0642182,-0.11864866,-0.07963907,0.07456133,-0.024719605,0.04160742,0.002159862,-0.051671483,-0.090423964,0.0117252935,0.058729395,-0.19923742,-0.007907786,0.08501287,0.08996226,0.06638347,0.19146359,0.12629539,-0.11071277,-0.062072564,0.07919835,-0.21248637,0.027501397,0.14740297,0.18169557,-0.11103387,0.052328203,0.09317465,-0.0035321773,0.08647618,0.22670276,0.041811533,0.063777,0.028048338,-0.12220153,0.037528433,-0.081281714,-0.040181015,-0.03547965,0.17378758,-0.025893329,0.08575104,0.1422289,-0.07086344,0.06960107,0.094097584,0.026575327,0.000367645,0.08334343,-0.027390549,0.03563851,0.021743577,0.21573743,-0.36015388,0.14540507,0.05040194
SATB2-AS1,0.020124504,0.10889194,0.0014187089,0.07634642,-0.11289555,-0.18052582,0.04431744,0.029922623,-0.17970583,0.037614178,0.098144695,0.077015534,-0.011218702,0.057995234,0.061018817,0.013627067,-0.028068736,-0.1025001,-0.0059598857,0.05019348,0.096565954,0.016304344,0.16634728,0.045765623,-0.11634825,-0.054246485,-0.044319134,0.0011390513,-0.08682644,0.0023752197,0.078555495,0.05631081,-0.027170079,-0.025294067,-0.06313871,0.10589558,0.031965006,-0.086692244,-0.023221094,-0.020472383,-0.17294721,-0.16896915,-0.03799455,-0.038546305,-0.118802726,0.15841034,0.07906411,0.0027630986,-0.0704433,-0.010007831,-0.047644164,0.02121471,0.018853288,-0.17774296,0.049379755,0.0614922,-0.004605995,0.020002022,-0.051601566,-0.08990864,0.03635056,-0.05967016,0.13683377,0.0827312,0.064157315,0.028023738,0.13985202,0.028670723,-0.14110856,0.05394225,-0.080516174,0.0613777,-0.0035082102,0.15975925,0.017087448,-0.009040497,-0.022677144,-0.016618654,-0.021135855,-0.06510641,0.10193003,0.07828206,0.07397885,0.12249825,0.06277929,-0.03116522,-0.17157423,0.14753951,0.023839952,-0.08904549,0.0779975,-0.14941667,0.125986,-0.019606384,-0.04906953,-0.0037693153,0.042419385,-0.034506507,-0.15361501,0.18676448,0.11919765,-0.06869987,0.09134113,-0.03513575,-0.036703076,-0.021779068,0.11384678,-0.07391698,-0.012723114,0.07670566,-0.07096858,-0.22519891,0.08682431,0.07377416,-0.060398083,-0.11146776,0.11527418,0.062499374,-0.15609376,-0.095854,-0.058185354,0.0023055368,0.03286665,0.0068733403,-0.12845974,-0.1512443,0.007426515,0.04906527
